4.464665560554600399e-01,6.117953170432643972e-01,6.161493670925208832e-01,-4.354050049256485977e-03,4.524262995809444021e+00,1.218674386706916835e+01,-1.739759322429182076e+00
4.680436652008136966e-01,6.963410818986285333e-01,7.071699210816121406e-01,-1.082883918298360726e-02,3.578861906994156072e+00,5.466272217075127671e+00,-9.512303439004313743e-01
3.324389265396103244e-01,4.859513597574153243e-01,5.010244687290432708e-01,-1.507310897162794650e-02,8.030056931163429113e+00,7.184818629153476799e+00,-2.304375880492382400e+00
4.457671978905862198e-01,7.472904821864455593e-01,7.619931995352464682e-01,-1.470271734880090886e-02,6.391144943821728930e+00,2.775636871897141589e+00,2.321006757201871551e+00
3.880226138510773359e-01,6.157109832834463115e-01,6.242201720931698228e-01,-8.509188809723511326e-03,6.416760597017809431e+00,6.874601598746131970e+00,2.361778611247262294e+00
4.144990508219091319e-01,6.026529356469554344e-01,6.089882678952676098e-01,-6.335332248312175452e-03,3.252241442494415935e+00,3.681437278677684333e+00,1.038853666408193988e+00
3.719529612422528553e-01,6.650921968234714265e-01,6.745893090470844733e-01,-9.497112223613046744e-03,6.442208500113252967e+00,9.252378733299465807e+00,2.754890743206334314e+00
4.645830917650679570e-01,6.735337328259991541e-01,6.753964269799628273e-01,-1.862694153963673216e-03,2.983114570475898120e+00,8.148255435091513732e-01,-6.699605630618278296e-01
4.341133745516980724e-01,7.699515699502375021e-01,7.830167004409429587e-01,-1.306513049070545662e-02,2.118086184366767100e+00,5.385753332108002667e+00,-8.564397957564937602e-01
3.959601149942759690e-01,5.881404690844742600e-01,6.005199252359088025e-01,-1.237945615143454248e-02,2.131747946210104772e+00,6.658869703712809951e+00,-3.638674682641364733e+00
5.279671532005177914e-01,6.816695487618212868e-01,6.860572293744755523e-01,-4.387680612654265566e-03,1.594328662327534119e+00,1.924713744145378769e+00,6.628139405551997099e-02
4.482550539281908164e-01,5.387304733159280490e-01,5.724593896440648422e-01,-3.372891632813679319e-02,4.917382033158745003e+00,5.971203786379994938e+00,-4.395348978999369938e-01
3.135676574989806342e-01,5.270180300475008073e-01,5.430170620516545643e-01,-1.599903200415375704e-02,3.950527943483713500e+00,5.897648846120830513e+00,1.622971375923930593e+00
2.464005691372191664e-01,4.920400793512794690e-01,5.287186390908978906e-01,-3.667855973961842153e-02,1.347162144045346821e+01,2.166512930059312225e-01,-5.220597539835352130e+00
4.065322743951613749e-01,5.304202974018036310e-01,5.600800766694548072e-01,-2.965977926765117623e-02,2.018185197959546429e+00,4.450533974603395393e+00,-4.773543672304269014e-01
5.057618573305522336e-01,6.526280755294370239e-01,6.648660950856495333e-01,-1.223801955621250936e-02,5.766357807052280293e+00,5.401291048742116629e+00,-2.628332551046465237e+00
3.083478209427724659e-01,4.850935761205500962e-01,4.914722761186318678e-01,-6.378699998081771572e-03,1.017483108001091097e+01,7.409077266514714211e+00,2.224260992348950694e+00
3.365425100220235111e-01,4.285370954965708745e-01,4.429708740449105342e-01,-1.443377854833965968e-02,1.116415080609480803e+00,4.723205341390986689e+00,2.291451967282610802e+00
