4.464665560554600399e-01,6.117953170432643972e-01,6.161643435845918226e-01,-4.369026541327425406e-03,4.190732960221488668e+00,1.180685573414431566e+01,-3.181815586389906247e+00
4.680436652008136966e-01,6.963410818986285333e-01,7.072169859621602050e-01,-1.087590406353167172e-02,3.652973486080995258e+00,5.745890642591415798e+00,-5.873972348860153625e-01
3.324389265396103244e-01,4.859513597574153243e-01,5.010890296909620290e-01,-1.513766993354670465e-02,8.553676813209960983e+00,7.397468181298240353e+00,-2.220003619414841367e+00
4.457671978905862198e-01,7.472904821864455593e-01,7.618429985010506389e-01,-1.455251631460507955e-02,6.438322588545084102e+00,2.911203945719563535e+00,2.217595749119274817e+00
3.880226138510773359e-01,6.157109832834463115e-01,6.240588586416870864e-01,-8.347875358240774979e-03,7.074867204045272473e+00,6.867039350845708157e+00,2.418040112630677196e+00
4.144990508219091319e-01,6.026529356469554344e-01,6.088849248299168515e-01,-6.231989182961417129e-03,2.309510785544421907e+00,4.031412626462170579e+00,8.453994616667690476e-01
3.719529612422528553e-01,6.650921968234714265e-01,6.746598209972660687e-01,-9.567624173794642140e-03,6.564147760899444961e+00,9.399723978436238525e+00,2.980571349573359452e+00
4.645830917650679570e-01,6.735337328259991541e-01,6.752433471804274445e-01,-1.709614354428290461e-03,2.932035564267813754e+00,6.497373844873237658e-01,-4.961158570021887426e-01
4.341133745516980724e-01,7.699515699502375021e-01,7.831313501495065221e-01,-1.317978019926902000e-02,1.575286854920669555e+00,5.360547531129657983e+00,-6.620946910678767727e-01
3.959601149942759690e-01,5.881404690844742600e-01,6.005430228183492591e-01,-1.240255373387499915e-02,2.419798460099428894e+00,6.374225868187529898e+00,-3.473064916327218921e+00
5.279671532005177914e-01,6.816695487618212868e-01,6.861807019878833902e-01,-4.511153226062103450e-03,1.534808092612438557e+00,1.842177860161989145e+00,1.427442714351852271e-01
4.482550539281908164e-01,5.387304733159280490e-01,5.725277806603814579e-01,-3.379730734445340889e-02,4.734861950404258835e+00,5.782686641721253906e+00,-2.868325655325551504e-01
3.135676574989806342e-01,5.270180300475008073e-01,5.430002575806358589e-01,-1.598222753313505162e-02,3.637402831838691952e+00,5.735097558295784381e+00,1.666244736451723218e+00
2.464005691372191664e-01,4.920400793512794690e-01,5.286246711693911582e-01,-3.658459181811168914e-02,1.314617855488242526e+01,7.050001533253436037e-02,-4.947991199470061829e+00
4.065322743951613749e-01,5.304202974018036310e-01,5.600746588663080283e-01,-2.965436146450439736e-02,1.921897621839864456e+00,4.507496981031248851e+00,-4.343796542358280277e-01
5.057618573305522336e-01,6.526280755294370239e-01,6.648262647916715062e-01,-1.219818926223448230e-02,5.613283364006525389e+00,5.276708813241292262e+00,-2.358371418791170182e+00
3.083478209427724659e-01,4.850935761205500962e-01,4.914445266774152832e-01,-6.350950556865186947e-03,1.105157666187587040e+01,7.852021906466703172e+00,2.734878413191283997e+00
3.365425100220235111e-01,4.285370954965708745e-01,4.431292687630379312e-01,-1.459217326646705670e-02,9.671493605475793842e-01,4.611029644619129897e+00,2.418220563036755699e+00
