4.464665560554600399e-01,6.117953170432643972e-01,6.161522512841683952e-01,-4.356934240903997946e-03,4.525813166415090905e+00,1.228759412066149004e+01,-1.922849943954444196e+00
4.680436652008136966e-01,6.963410818986285333e-01,7.070472904008575643e-01,-1.070620850222903098e-02,3.228508828563960265e+00,5.384879897653558345e+00,-6.126960560958960578e-01
3.324389265396103244e-01,4.859513597574153243e-01,5.010494775041191007e-01,-1.509811774670377638e-02,8.376746486848780648e+00,7.778779705130458133e+00,-2.543140264578223952e+00
4.457671978905862198e-01,7.472904821864455593e-01,7.618323087723809506e-01,-1.454182658593539124e-02,6.720206837200532135e+00,2.999803307269658603e+00,2.677043328605606565e+00
3.880226138510773359e-01,6.157109832834463115e-01,6.241589203939617025e-01,-8.447937110515391090e-03,6.481921480297721416e+00,7.755825971051422130e+00,2.390177980455281848e+00
4.144990508219091319e-01,6.026529356469554344e-01,6.089124716024245654e-01,-6.259535955469130997e-03,2.792261849629451120e+00,3.679762172847198087e+00,7.036695143878837211e-01
3.719529612422528553e-01,6.650921968234714265e-01,6.746671768315186668e-01,-9.574980008047240254e-03,6.751926867784476372e+00,8.998632865933302583e+00,3.204957847267918325e+00
4.645830917650679570e-01,6.735337328259991541e-01,6.753799934239820280e-01,-1.846260597982873897e-03,2.688772065362950769e+00,8.638823543159404039e-01,-7.059861842416675914e-01
4.341133745516980724e-01,7.699515699502375021e-01,7.833644275793716361e-01,-1.341285762913413393e-02,1.864316684221556386e+00,5.072313392979790336e+00,-6.558920336424284292e-01
3.959601149942759690e-01,5.881404690844742600e-01,6.005426493359773410e-01,-1.240218025150308101e-02,2.907001688227317970e+00,6.819567044595629568e+00,-3.568349663844133435e+00
5.279671532005177914e-01,6.816695487618212868e-01,6.858641131249292311e-01,-4.194564363107944338e-03,1.425231393486020792e+00,1.806135300343150618e+00,1.157747963599738555e-01
4.482550539281908164e-01,5.387304733159280490e-01,5.724431182501288351e-01,-3.371264493420078612e-02,5.064930976689240083e+00,5.956844026048964125e+00,-5.417992241085911598e-01
3.135676574989806342e-01,5.270180300475008073e-01,5.430205155759253444e-01,-1.600248552842453709e-02,3.418535088378320097e+00,6.110226640737167259e+00,2.397119639339109209e+00
2.464005691372191664e-01,4.920400793512794690e-01,5.285919858102705593e-01,-3.655190645899109025e-02,1.333856974240426041e+01,3.996634551388922318e-01,-4.901822667140095291e+00
4.065322743951613749e-01,5.304202974018036310e-01,5.598851106519757703e-01,-2.946481325017213937e-02,2.476987507556856372e+00,4.649696020982962530e+00,-3.949197932570083225e-01
5.057618573305522336e-01,6.526280755294370239e-01,6.648592229011628385e-01,-1.223114737172581457e-02,5.797516053837262540e+00,5.322686249664048574e+00,-2.852258453390085879e+00
3.083478209427724659e-01,4.850935761205500962e-01,4.914565117021272300e-01,-6.362935581577133792e-03,1.051122373410150601e+01,7.125196836232447595e+00,2.407725608874215162e+00
3.365425100220235111e-01,4.285370954965708745e-01,4.431575330973217541e-01,-1.462043760075087961e-02,8.869514965752012259e-01,4.575780239019998419e+00,2.401095311191661974e+00
